GEOID,county_name,state_name,year,median_home_value_with_mortgage,median_home_value_without_mortgage,pct_homeownership_black
48489,"Willacy County, Texas",Texas,2023,125300,49500,0
22035,"East Carroll Parish, Louisiana",Louisiana,2023,187700,64400,48.2
48279,"Lamb County, Texas",Texas,2023,147500,65400,51.2
45011,"Barnwell County, South Carolina",South Carolina,2023,127100,75800,59
37083,"Halifax County, North Carolina",North Carolina,2023,118600,83800,51.7
37103,"Jones County, North Carolina",North Carolina,2023,142100,100600,65.2
47135,"Perry County, Tennessee",Tennessee,2023,133000,101400,75
31107,"Knox County, Nebraska",Nebraska,2023,142900,106600,78.6
46075,"Jones County, South Dakota",South Dakota,2023,131900,109400,0
05071,"Johnson County, Arkansas",Arkansas,2023,144300,111000,39.8
17005,"Bond County, Illinois",Illinois,2023,146700,117000,8.9
01071,"Jackson County, Alabama",Alabama,2023,168100,118600,59.5
20123,"Mitchell County, Kansas",Kansas,2023,95300,120600,0
29137,"Monroe County, Missouri",Missouri,2023,160100,123800,28.8
28093,"Marshall County, Mississippi",Mississippi,2023,196700,125200,71
40147,"Washington County, Oklahoma",Oklahoma,2023,181300,139900,44.9
38057,"Mercer County, North Dakota",North Dakota,2023,249500,149900,0
29177,"Ray County, Missouri",Missouri,2023,203800,152000,13.7
46063,"Harding County, South Dakota",South Dakota,2023,146200,166200,100
55031,"Douglas County, Wisconsin",Wisconsin,2023,196400,173300,54.1
30073,"Pondera County, Montana",Montana,2023,171900,182400,0
51159,"Richmond County, Virginia",Virginia,2023,211900,218800,55.5
49027,"Millard County, Utah",Utah,2023,257500,232500,0
29047,"Clay County, Missouri",Missouri,2023,264300,239500,35.9
21113,"Jessamine County, Kentucky",Kentucky,2023,243600,249100,21.2
48041,"Brazos County, Texas",Texas,2023,293300,254300,23.8
47093,"Knox County, Tennessee",Tennessee,2023,293000,255600,42
18059,"Hancock County, Indiana",Indiana,2023,255600,264400,82.2
20125,"Montgomery County, Kansas",Kansas,2023,122900,72500,45.4
20099,"Labette County, Kansas",Kansas,2023,123600,73600,36.8
38051,"McIntosh County, North Dakota",North Dakota,2023,112900,74300,0
55078,"Menominee County, Wisconsin",Wisconsin,2023,231800,84700,0
48017,"Bailey County, Texas",Texas,2023,115100,85100,100
38091,"Steele County, North Dakota",North Dakota,2023,220200,89800,0
21043,"Carter County, Kentucky",Kentucky,2023,176800,90300,0
22011,"Beauregard Parish, Louisiana",Louisiana,2023,200300,110400,64
48095,"Concho County, Texas",Texas,2023,100700,110500,0
29089,"Howard County, Missouri",Missouri,2023,179000,123200,60.7
45065,"McCormick County, South Carolina",South Carolina,2023,256900,129200,66.2
46051,"Grant County, South Dakota",South Dakota,2023,197000,155600,0
38003,"Barnes County, North Dakota",North Dakota,2023,169100,166500,0
31143,"Polk County, Nebraska",Nebraska,2023,187500,169400,0
13313,"Whitfield County, Georgia",Georgia,2023,211900,184600,64.6
36031,"Essex County, New York",New York,2023,211400,190100,0
35003,"Catron County, New Mexico",New Mexico,2023,160800,199400,0
38065,"Oliver County, North Dakota",North Dakota,2023,234300,201900,0
36093,"Schenectady County, New York",New York,2023,226200,217100,31.9
45015,"Berkeley County, South Carolina",South Carolina,2023,305800,223400,65.9
20103,"Leavenworth County, Kansas",Kansas,2023,271500,237400,31.9
51023,"Botetourt County, Virginia",Virginia,2023,286900,239300,60.8
37043,"Clay County, North Carolina",North Carolina,2023,248400,283100,72.6
02150,"Kodiak Island Borough, Alaska",Alaska,2023,402500,290700,0
48299,"Llano County, Texas",Texas,2023,333700,312800,29
51510,"Alexandria city, Virginia",Virginia,2023,698400,691700,19.2
06075,"San Francisco County, California",California,2023,1446800,1244800,22.6
54047,"McDowell County, West Virginia",West Virginia,2023,71600,46600,64.5
48275,"Knox County, Texas",Texas,2023,72700,61700,78.1
21063,"Elliott County, Kentucky",Kentucky,2023,151300,77900,0
08009,"Baca County, Colorado",Colorado,2023,152700,100300,0
17125,"Mason County, Illinois",Illinois,2023,111700,100600,60.4
42123,"Warren County, Pennsylvania",Pennsylvania,2023,139400,110500,0
37007,"Anson County, North Carolina",North Carolina,2023,134900,111000,54.8
46071,"Jackson County, South Dakota",South Dakota,2023,78300,116800,0
48227,"Howard County, Texas",Texas,2023,175100,116900,51.5
19081,"Hancock County, Iowa",Iowa,2023,142000,117000,0
21223,"Trimble County, Kentucky",Kentucky,2023,210900,119000,100
29179,"Reynolds County, Missouri",Missouri,2023,122400,119100,0
48357,"Ochiltree County, Texas",Texas,2023,160600,121900,0
18167,"Vigo County, Indiana",Indiana,2023,149700,122200,32.3
13009,"Baldwin County, Georgia",Georgia,2023,184600,124900,56
21199,"Pulaski County, Kentucky",Kentucky,2023,176900,128400,28.7
29023,"Butler County, Missouri",Missouri,2023,146900,128800,35.3
48379,"Rains County, Texas",Texas,2023,298600,137600,86.1
39069,"Henry County, Ohio",Ohio,2023,173400,153800,0
31131,"Otoe County, Nebraska",Nebraska,2023,212200,162700,0
21221,"Trigg County, Kentucky",Kentucky,2023,209600,165300,44.3
26067,"Ionia County, Michigan",Michigan,2023,199700,173700,0
55083,"Oconto County, Wisconsin",Wisconsin,2023,228300,190500,0
36055,"Monroe County, New York",New York,2023,197600,196100,33.2
40145,"Wagoner County, Oklahoma",Oklahoma,2023,223900,197600,54
46013,"Brown County, South Dakota",South Dakota,2023,223200,201100,32.9
55105,"Rock County, Wisconsin",Wisconsin,2023,218800,211000,29.6
26015,"Barry County, Michigan",Michigan,2023,244500,242400,64.6
23013,"Knox County, Maine",Maine,2023,295900,284000,0
09180,"Southeastern Connecticut Planning Region, Connecticut",Connecticut,2023,299100,284100,41.7
41029,"Jackson County, Oregon",Oregon,2023,413900,373800,32.5
13287,"Turner County, Georgia",Georgia,2023,137900,63800,42.9
28135,"Tallahatchie County, Mississippi",Mississippi,2023,100100,72600,54
51720,"Norton city, Virginia",Virginia,2023,145500,84500,20.9
20129,"Morton County, Kansas",Kansas,2023,91200,98200,98
01109,"Pike County, Alabama",Alabama,2023,180800,99000,47.1
22101,"St. Mary Parish, Louisiana",Louisiana,2023,171400,99200,60.5
05063,"Independence County, Arkansas",Arkansas,2023,144200,101600,35.4
21019,"Boyd County, Kentucky",Kentucky,2023,151400,103600,11.4
17187,"Warren County, Illinois",Illinois,2023,99700,103900,30.4
12049,"Hardee County, Florida",Florida,2023,201700,107700,61.9
47151,"Scott County, Tennessee",Tennessee,2023,149600,108500,0
31003,"Antelope County, Nebraska",Nebraska,2023,141500,108600,0
38045,"LaMoure County, North Dakota",North Dakota,2023,147100,109700,84.9
40101,"Muskogee County, Oklahoma",Oklahoma,2023,160200,114700,49.8
17181,"Union County, Illinois",Illinois,2023,145900,114900,0
31151,"Saline County, Nebraska",Nebraska,2023,216200,121800,0
36043,"Herkimer County, New York",New York,2023,143100,124300,60.7
39171,"Williams County, Ohio",Ohio,2023,145600,124700,0
42097,"Northumberland County, Pennsylvania",Pennsylvania,2023,169300,126600,18.7
27023,"Chippewa County, Minnesota",Minnesota,2023,161100,129400,0
36007,"Broome County, New York",New York,2023,151000,136400,27.5
31013,"Box Butte County, Nebraska",Nebraska,2023,174300,136700,0
54011,"Cabell County, West Virginia",West Virginia,2023,167300,141200,23.5
48165,"Gaines County, Texas",Texas,2023,217700,142900,50.3
39139,"Richland County, Ohio",Ohio,2023,162000,143500,31.8
13215,"Muscogee County, Georgia",Georgia,2023,199100,146400,40.7
01095,"Marshall County, Alabama",Alabama,2023,210700,151900,55.8
37069,"Franklin County, North Carolina",North Carolina,2023,283800,153500,67.1
54035,"Jackson County, West Virginia",West Virginia,2023,151900,155600,0
13153,"Houston County, Georgia",Georgia,2023,225700,157100,48.2
18179,"Wells County, Indiana",Indiana,2023,185500,164100,38.1
54071,"Pendleton County, West Virginia",West Virginia,2023,186600,173200,97.5
42113,"Sullivan County, Pennsylvania",Pennsylvania,2023,191600,177200,69.4
46027,"Clay County, South Dakota",South Dakota,2023,245200,178100,0
42081,"Lycoming County, Pennsylvania",Pennsylvania,2023,200600,186100,19.3
29107,"Lafayette County, Missouri",Missouri,2023,205800,193700,67.5
21049,"Clark County, Kentucky",Kentucky,2023,198800,195200,69.6
20051,"Ellis County, Kansas",Kansas,2023,218300,198200,0
39129,"Pickaway County, Ohio",Ohio,2023,250000,198800,28.8
18157,"Tippecanoe County, Indiana",Indiana,2023,224700,200500,17.6
02066,"Copper River Census Area, Alaska",Alaska,2023,277600,228900,0
36083,"Rensselaer County, New York",New York,2023,250400,233700,26.3
47021,"Cheatham County, Tennessee",Tennessee,2023,315500,252700,66.8
53075,"Whitman County, Washington",Washington,2023,360900,268200,23.3
37053,"Currituck County, North Carolina",North Carolina,2023,363000,308800,90.7
24029,"Kent County, Maryland",Maryland,2023,300100,317300,58.2
36087,"Rockland County, New York",New York,2023,572600,548700,53.4
22123,"West Carroll Parish, Louisiana",Louisiana,2023,153300,78300,44
21039,"Carlisle County, Kentucky",Kentucky,2023,145000,84000,100
17145,"Perry County, Illinois",Illinois,2023,114400,93000,60.5
05133,"Sevier County, Arkansas",Arkansas,2023,131800,93400,32.6
28075,"Lauderdale County, Mississippi",Mississippi,2023,171400,95600,47.3
29197,"Schuyler County, Missouri",Missouri,2023,121700,115200,0
29063,"DeKalb County, Missouri",Missouri,2023,207200,139800,72
51081,"Greensville County, Virginia",Virginia,2023,168100,144800,64.1
42079,"Luzerne County, Pennsylvania",Pennsylvania,2023,176300,146000,15.1
21009,"Barren County, Kentucky",Kentucky,2023,181900,148900,25.4
37045,"Cleveland County, North Carolina",North Carolina,2023,199600,152200,44.5
48231,"Hunt County, Texas",Texas,2023,253200,159900,48.4
26123,"Newaygo County, Michigan",Michigan,2023,188500,161600,72
35061,"Valencia County, New Mexico",New Mexico,2023,228300,166300,98.5
34011,"Cumberland County, New Jersey",New Jersey,2023,218100,181800,41
55039,"Fond du Lac County, Wisconsin",Wisconsin,2023,213300,204100,17.6
13231,"Pike County, Georgia",Georgia,2023,295800,211300,84.8
53043,"Lincoln County, Washington",Washington,2023,300000,243600,78.5
36091,"Saratoga County, New York",New York,2023,339900,296500,36.1
28021,"Claiborne County, Mississippi",Mississippi,2023,107300,68400,71.5
17045,"Edgar County, Illinois",Illinois,2023,99600,82400,72.7
12043,"Glades County, Florida",Florida,2023,176300,83200,78.9
28031,"Covington County, Mississippi",Mississippi,2023,114400,85200,69.5
27155,"Traverse County, Minnesota",Minnesota,2023,118200,102500,0
20075,"Hamilton County, Kansas",Kansas,2023,151300,104100,0
01057,"Fayette County, Alabama",Alabama,2023,155300,109200,50.8
40089,"McCurtain County, Oklahoma",Oklahoma,2023,159200,112000,49.9
39001,"Adams County, Ohio",Ohio,2023,175100,116700,35.5
36015,"Chemung County, New York",New York,2023,142800,119400,47.2
29007,"Audrain County, Missouri",Missouri,2023,121600,121800,63.6
48073,"Cherokee County, Texas",Texas,2023,202300,127200,50
24001,"Allegany County, Maryland",Maryland,2023,157400,127900,14.1
23021,"Piscataquis County, Maine",Maine,2023,170600,133000,0
48051,"Burleson County, Texas",Texas,2023,226300,142700,63.3
26149,"St. Joseph County, Michigan",Michigan,2023,178400,151100,36.1
37073,"Gates County, North Carolina",North Carolina,2023,178700,151200,81.5
26117,"Montcalm County, Michigan",Michigan,2023,178800,156500,100
27135,"Roseau County, Minnesota",Minnesota,2023,185000,164700,0
29053,"Cooper County, Missouri",Missouri,2023,206800,181100,29.9
18099,"Marshall County, Indiana",Indiana,2023,180700,191700,76.5
47051,"Franklin County, Tennessee",Tennessee,2023,228500,195600,60.5
55013,"Burnett County, Wisconsin",Wisconsin,2023,223100,207200,85.3
34033,"Salem County, New Jersey",New Jersey,2023,227500,217200,34.3
27021,"Cass County, Minnesota",Minnesota,2023,268000,254400,0
55025,"Dane County, Wisconsin",Wisconsin,2023,369900,357600,21.5
45019,"Charleston County, South Carolina",South Carolina,2023,477700,383800,48
06071,"San Bernardino County, California",California,2023,498700,411500,37.9
20095,"Kingman County, Kansas",Kansas,2023,123400,92700,0
48103,"Crane County, Texas",Texas,2023,183400,99200,100
51051,"Dickenson County, Virginia",Virginia,2023,103700,100000,87
13229,"Pierce County, Georgia",Georgia,2023,166800,101100,47.4
17159,"Richland County, Illinois",Illinois,2023,115300,101300,0
01025,"Clarke County, Alabama",Alabama,2023,187600,102100,59.6
21045,"Casey County, Kentucky",Kentucky,2023,176400,105400,56.1
19145,"Page County, Iowa",Iowa,2023,130900,107100,98
23003,"Aroostook County, Maine",Maine,2023,150900,111900,74.4
20031,"Coffey County, Kansas",Kansas,2023,175000,113100,75.9
21165,"Menifee County, Kentucky",Kentucky,2023,103300,117200,0
17137,"Morgan County, Illinois",Illinois,2023,135200,122300,22.2
39095,"Lucas County, Ohio",Ohio,2023,170300,124700,33.5
29119,"McDonald County, Missouri",Missouri,2023,141200,126500,23.7
08115,"Sedgwick County, Colorado",Colorado,2023,151900,133300,100
19035,"Cherokee County, Iowa",Iowa,2023,154800,136200,100
29510,"St. Louis city, Missouri",Missouri,2023,205600,137200,33.2
19021,"Buena Vista County, Iowa",Iowa,2023,151200,137400,25.3
13257,"Stephens County, Georgia",Georgia,2023,187000,155900,55.5
49007,"Carbon County, Utah",Utah,2023,214300,179300,13.6
20113,"McPherson County, Kansas",Kansas,2023,204400,185200,25.3
40017,"Canadian County, Oklahoma",Oklahoma,2023,235700,214200,54.1
26087,"Lapeer County, Michigan",Michigan,2023,236100,214300,0
18173,"Warrick County, Indiana",Indiana,2023,233500,221000,58.3
17133,"Monroe County, Illinois",Illinois,2023,279900,245800,83.8
18081,"Johnson County, Indiana",Indiana,2023,266400,246800,28.6
35001,"Bernalillo County, New Mexico",New Mexico,2023,275000,253500,33.2
19059,"Dickinson County, Iowa",Iowa,2023,239400,290700,0
21185,"Oldham County, Kentucky",Kentucky,2023,383900,347200,70.4
30063,"Missoula County, Montana",Montana,2023,443500,379500,19.9
53037,"Kittitas County, Washington",Washington,2023,468800,443300,7.8
06073,"San Diego County, California",California,2023,811600,735800,30
28119,"Quitman County, Mississippi",Mississippi,2023,92600,56600,55.3
28111,"Perry County, Mississippi",Mississippi,2023,236200,83100,64
48359,"Oldham County, Texas",Texas,2023,245000,83800,0
40069,"Johnston County, Oklahoma",Oklahoma,2023,158800,90000,100
21203,"Rockcastle County, Kentucky",Kentucky,2023,136400,101800,100
47069,"Hardeman County, Tennessee",Tennessee,2023,124200,110000,58.1
46111,"Sanborn County, South Dakota",South Dakota,2023,153400,121800,0
40121,"Pittsburg County, Oklahoma",Oklahoma,2023,162300,121800,30.1
31051,"Dixon County, Nebraska",Nebraska,2023,163800,123700,0
17107,"Logan County, Illinois",Illinois,2023,120700,133400,6.3
48063,"Camp County, Texas",Texas,2023,195200,136600,39.6
31041,"Custer County, Nebraska",Nebraska,2023,179900,141100,99.3
42087,"Mifflin County, Pennsylvania",Pennsylvania,2023,142800,143000,44.7
51183,"Sussex County, Virginia",Virginia,2023,196200,143200,59.8
26023,"Branch County, Michigan",Michigan,2023,148400,145400,0
48199,"Hardin County, Texas",Texas,2023,221500,147500,61.1
23019,"Penobscot County, Maine",Maine,2023,214600,158600,35.1
12065,"Jefferson County, Florida",Florida,2023,237700,164100,58.5
12083,"Marion County, Florida",Florida,2023,238500,197600,51.1
27169,"Winona County, Minnesota",Minnesota,2023,228100,213200,5.7
48497,"Wise County, Texas",Texas,2023,315000,215600,82.5
55063,"La Crosse County, Wisconsin",Wisconsin,2023,249600,232400,12.5
29037,"Cass County, Missouri",Missouri,2023,283800,233800,46.2
53077,"Yakima County, Washington",Washington,2023,309900,237900,46.8
53027,"Grays Harbor County, Washington",Washington,2023,306600,239200,43.6
12005,"Bay County, Florida",Florida,2023,294700,243300,37.9
27013,"Blue Earth County, Minnesota",Minnesota,2023,256400,246400,10.9
30097,"Sweet Grass County, Montana",Montana,2023,347500,248700,0
53019,"Ferry County, Washington",Washington,2023,255600,283300,0
09160,"Northwest Hills Planning Region, Connecticut",Connecticut,2023,316400,302500,45.5
12085,"Martin County, Florida",Florida,2023,448000,329200,45.1
42091,"Montgomery County, Pennsylvania",Pennsylvania,2023,418400,391800,46.7
51179,"Stafford County, Virginia",Virginia,2023,472200,395300,73
13101,"Echols County, Georgia",Georgia,2023,127200,84000,67.7
22007,"Assumption Parish, Louisiana",Louisiana,2023,214300,92900,72.8
28097,"Montgomery County, Mississippi",Mississippi,2023,127900,99200,58.2
05139,"Union County, Arkansas",Arkansas,2023,139000,99300,57.6
05027,"Columbia County, Arkansas",Arkansas,2023,179000,103100,53.7
37079,"Greene County, North Carolina",North Carolina,2023,122800,103900,46
19143,"Osceola County, Iowa",Iowa,2023,161600,108700,89.1
48389,"Reeves County, Texas",Texas,2023,123500,110600,26.3
05025,"Cleveland County, Arkansas",Arkansas,2023,143200,113200,35
48067,"Cass County, Texas",Texas,2023,163400,116600,60.5
46025,"Clark County, South Dakota",South Dakota,2023,165300,118500,0
36037,"Genesee County, New York",New York,2023,168200,142300,29.7
24039,"Somerset County, Maryland",Maryland,2023,177900,144800,50.3
39003,"Allen County, Ohio",Ohio,2023,164700,149200,39.7
18033,"DeKalb County, Indiana",Indiana,2023,183700,165100,82.3
18145,"Shelby County, Indiana",Indiana,2023,199900,167900,18.5
20169,"Saline County, Kansas",Kansas,2023,169900,175800,54.4
26045,"Eaton County, Michigan",Michigan,2023,213900,192500,42.6
56037,"Sweetwater County, Wyoming",Wyoming,2023,272700,199500,92.5
48285,"Lavaca County, Texas",Texas,2023,240400,210900,48.1
01125,"Tuscaloosa County, Alabama",Alabama,2023,245300,210900,47.5
19121,"Madison County, Iowa",Iowa,2023,248200,217200,97.5
47127,"Moore County, Tennessee",Tennessee,2023,328400,219500,99.9
48173,"Glasscock County, Texas",Texas,2023,380000,240900,0
31109,"Lancaster County, Nebraska",Nebraska,2023,262500,253200,25.5
49033,"Rich County, Utah",Utah,2023,306800,265500,0
02122,"Kenai Peninsula Borough, Alaska",Alaska,2023,319500,269700,57.6
56001,"Albany County, Wyoming",Wyoming,2023,339100,296200,0
51760,"Richmond city, Virginia",Virginia,2023,333600,314500,36
06047,"Merced County, California",California,2023,378900,344200,37.2
20157,"Republic County, Kansas",Kansas,2023,106800,54500,95.2
01005,"Barbour County, Alabama",Alabama,2023,154600,78200,60.9
20203,"Wichita County, Kansas",Kansas,2023,172900,92800,97.6
40025,"Cimarron County, Oklahoma",Oklahoma,2023,,95600,0
20181,"Sherman County, Kansas",Kansas,2023,153200,104600,0
18041,"Fayette County, Indiana",Indiana,2023,116900,110700,70.6
40137,"Stephens County, Oklahoma",Oklahoma,2023,156200,118200,59.6
20139,"Osage County, Kansas",Kansas,2023,155300,123000,80.1
39023,"Clark County, Ohio",Ohio,2023,163900,138500,38.6
46007,"Bennett County, South Dakota",South Dakota,2023,111100,148800,0
42049,"Erie County, Pennsylvania",Pennsylvania,2023,179700,155700,34.2
30107,"Wheatland County, Montana",Montana,2023,192400,157000,0
40129,"Roger Mills County, Oklahoma",Oklahoma,2023,144300,158100,0
30017,"Custer County, Montana",Montana,2023,224600,182400,0
30103,"Treasure County, Montana",Montana,2023,200000,215700,0
30083,"Richland County, Montana",Montana,2023,269400,248100,0
16075,"Payette County, Idaho",Idaho,2023,334200,256600,0
01003,"Baldwin County, Alabama",Alabama,2023,296400,271700,58.4
53051,"Pend Oreille County, Washington",Washington,2023,330700,288000,0
47165,"Sumner County, Tennessee",Tennessee,2023,371400,345600,46.4
41067,"Washington County, Oregon",Oregon,2023,566100,535600,27.7
08059,"Jefferson County, Colorado",Colorado,2023,608500,592800,44.1
06097,"Sonoma County, California",California,2023,789700,753000,31.1
13315,"Wilcox County, Georgia",Georgia,2023,133900,54600,63.5
54101,"Webster County, West Virginia",West Virginia,2023,103300,64700,0
28051,"Holmes County, Mississippi",Mississippi,2023,95200,70100,55.9
45067,"Marion County, South Carolina",South Carolina,2023,104200,74600,46.7
01133,"Winston County, Alabama",Alabama,2023,156800,82600,95.8
42023,"Cameron County, Pennsylvania",Pennsylvania,2023,93200,85600,0
21109,"Jackson County, Kentucky",Kentucky,2023,132400,91900,0
48033,"Borden County, Texas",Texas,2023,,95000,99.5
48195,"Hansford County, Texas",Texas,2023,230300,99300,0
38047,"Logan County, North Dakota",North Dakota,2023,106800,100000,0
20057,"Ford County, Kansas",Kansas,2023,182500,102900,44.5
48241,"Jasper County, Texas",Texas,2023,152100,109900,52.6
05047,"Franklin County, Arkansas",Arkansas,2023,128000,113000,0
21205,"Rowan County, Kentucky",Kentucky,2023,172600,113100,28
37157,"Rockingham County, North Carolina",North Carolina,2023,179500,123700,58.3
45071,"Newberry County, South Carolina",South Carolina,2023,195000,127900,51.2
48255,"Karnes County, Texas",Texas,2023,136900,136900,21.2
17201,"Winnebago County, Illinois",Illinois,2023,162900,141400,26.6
37171,"Surry County, North Carolina",North Carolina,2023,188200,141600,52.1
46125,"Turner County, South Dakota",South Dakota,2023,236700,166500,0
55011,"Buffalo County, Wisconsin",Wisconsin,2023,199700,193500,78.3
48333,"Mills County, Texas",Texas,2023,214300,196700,0
18061,"Harrison County, Indiana",Indiana,2023,232900,196700,84.4
31099,"Kearney County, Nebraska",Nebraska,2023,235300,203600,0
48185,"Grimes County, Texas",Texas,2023,253300,206400,29.2
46011,"Brookings County, South Dakota",South Dakota,2023,254700,237000,14.7
29189,"St. Louis County, Missouri",Missouri,2023,267800,247400,47.1
30077,"Powell County, Montana",Montana,2023,256100,255300,0
18011,"Boone County, Indiana",Indiana,2023,353500,280400,49.1
53073,"Whatcom County, Washington",Washington,2023,554400,496300,54.5
34025,"Monmouth County, New Jersey",New Jersey,2023,574900,548900,44
13065,"Clinch County, Georgia",Georgia,2023,131700,74800,43.6
22027,"Claiborne Parish, Louisiana",Louisiana,2023,97800,76600,54.7
28123,"Scott County, Mississippi",Mississippi,2023,128400,76900,59.5
31077,"Greeley County, Nebraska",Nebraska,2023,126000,80100,0
48191,"Hall County, Texas",Texas,2023,77400,81000,39.7
48445,"Terry County, Texas",Texas,2023,126100,87500,9.3
28023,"Clarke County, Mississippi",Mississippi,2023,156200,88400,78.2
05057,"Hempstead County, Arkansas",Arkansas,2023,157400,89200,50
13075,"Cook County, Georgia",Georgia,2023,154200,97500,54.3
30091,"Sheridan County, Montana",Montana,2023,157000,97500,0
40023,"Choctaw County, Oklahoma",Oklahoma,2023,155100,102500,37
48341,"Moore County, Texas",Texas,2023,159300,102700,6.5
13277,"Tift County, Georgia",Georgia,2023,164600,103000,47.5
22001,"Acadia Parish, Louisiana",Louisiana,2023,211600,104900,40.4
04009,"Graham County, Arizona",Arizona,2023,240500,114700,36.8
21191,"Pendleton County, Kentucky",Kentucky,2023,183800,116800,37
54093,"Tucker County, West Virginia",West Virginia,2023,164800,120500,0
29185,"St. Clair County, Missouri",Missouri,2023,172000,120900,75.7
19001,"Adair County, Iowa",Iowa,2023,150100,123300,0
23025,"Somerset County, Maine",Maine,2023,170200,131500,100
19023,"Butler County, Iowa",Iowa,2023,163700,135300,0
26097,"Mackinac County, Michigan",Michigan,2023,186000,136800,100
19193,"Woodbury County, Iowa",Iowa,2023,182000,148200,29.6
20143,"Ottawa County, Kansas",Kansas,2023,190000,150700,0
26107,"Mecosta County, Michigan",Michigan,2023,184200,154900,13.8
21021,"Boyle County, Kentucky",Kentucky,2023,213800,171800,44
38097,"Traill County, North Dakota",North Dakota,2023,194100,191400,0
16071,"Oneida County, Idaho",Idaho,2023,240600,213700,100
38059,"Morton County, North Dakota",North Dakota,2023,267300,219800,0
55017,"Chippewa County, Wisconsin",Wisconsin,2023,247000,224000,18.7
27103,"Nicollet County, Minnesota",Minnesota,2023,265200,246300,22
02060,"Bristol Bay Borough, Alaska",Alaska,2023,354200,246700,0
46081,"Lawrence County, South Dakota",South Dakota,2023,337200,276500,0
27123,"Ramsey County, Minnesota",Minnesota,2023,310700,294800,21.7
56035,"Sublette County, Wyoming",Wyoming,2023,346100,357200,0
30009,"Carbon County, Montana",Montana,2023,387100,368800,8.2
44005,"Newport County, Rhode Island",Rhode Island,2023,589300,498500,29.6
06095,"Solano County, California",California,2023,606000,533300,45.4
06111,"Ventura County, California",California,2023,796100,701600,44.1
13283,"Treutlen County, Georgia",Georgia,2023,121300,78000,45.3
05111,"Poinsett County, Arkansas",Arkansas,2023,116800,79700,31.8
05129,"Searcy County, Arkansas",Arkansas,2023,150400,94800,0
17135,"Montgomery County, Illinois",Illinois,2023,110500,96300,76.3
46049,"Faulk County, South Dakota",South Dakota,2023,177200,106600,0
47053,"Gibson County, Tennessee",Tennessee,2023,172200,110200,43.8
19175,"Union County, Iowa",Iowa,2023,121800,115100,0
13131,"Grady County, Georgia",Georgia,2023,162000,116100,47.6
20023,"Cheyenne County, Kansas",Kansas,2023,117100,120200,0
47061,"Grundy County, Tennessee",Tennessee,2023,138300,127600,0
37023,"Burke County, North Carolina",North Carolina,2023,199900,134700,42.3
29141,"Morgan County, Missouri",Missouri,2023,202100,137900,79.7
18155,"Switzerland County, Indiana",Indiana,2023,207700,138900,0
29083,"Henry County, Missouri",Missouri,2023,159500,143500,73.9
47023,"Chester County, Tennessee",Tennessee,2023,160400,147500,55.5
39119,"Muskingum County, Ohio",Ohio,2023,183500,147900,40.8
19101,"Jefferson County, Iowa",Iowa,2023,174100,148200,23.5
29135,"Moniteau County, Missouri",Missouri,2023,181500,150100,0
21103,"Henry County, Kentucky",Kentucky,2023,199900,159300,92.1
26121,"Muskegon County, Michigan",Michigan,2023,191600,160200,46.4
39167,"Washington County, Ohio",Ohio,2023,177100,170400,84.2
19155,"Pottawattamie County, Iowa",Iowa,2023,192300,171100,16.2
17013,"Calhoun County, Illinois",Illinois,2023,172900,174700,0
55115,"Shawano County, Wisconsin",Wisconsin,2023,180900,176300,0
40143,"Tulsa County, Oklahoma",Oklahoma,2023,226200,190100,33.5
31141,"Platte County, Nebraska",Nebraska,2023,221600,193100,29
26005,"Allegan County, Michigan",Michigan,2023,253300,235300,64.5
48205,"Hartley County, Texas",Texas,2023,194000,236700,0
42027,"Centre County, Pennsylvania",Pennsylvania,2023,330500,274900,10.3
10005,"Sussex County, Delaware",Delaware,2023,368600,328300,59.8
55089,"Ozaukee County, Wisconsin",Wisconsin,2023,385200,341500,43.7
24041,"Talbot County, Maryland",Maryland,2023,415900,369300,46.7
06069,"San Benito County, California",California,2023,770800,696600,33.7
06041,"Marin County, California",California,2023,1451900,1228300,31.9
13259,"Stewart County, Georgia",Georgia,2023,70600,46000,48.8
48335,"Mitchell County, Texas",Texas,2023,135200,80000,0
48109,"Culberson County, Texas",Texas,2023,116200,82000,0
31087,"Hitchcock County, Nebraska",Nebraska,2023,101500,83300,0
05093,"Mississippi County, Arkansas",Arkansas,2023,139900,91000,36.1
46129,"Walworth County, South Dakota",South Dakota,2023,233100,96300,0
19003,"Adams County, Iowa",Iowa,2023,140700,98700,38.4
30005,"Blaine County, Montana",Montana,2023,171500,103400,0
39163,"Vinton County, Ohio",Ohio,2023,167300,109000,100
37163,"Sampson County, North Carolina",North Carolina,2023,161900,112200,59.7
27071,"Koochiching County, Minnesota",Minnesota,2023,161000,117400,0
39147,"Seneca County, Ohio",Ohio,2023,142000,126000,21
45055,"Kershaw County, South Carolina",South Carolina,2023,223100,127600,71.6
27165,"Watonwan County, Minnesota",Minnesota,2023,160000,131600,0
42085,"Mercer County, Pennsylvania",Pennsylvania,2023,166700,137800,28
54031,"Hardy County, West Virginia",West Virginia,2023,169800,146300,68.5
26101,"Manistee County, Michigan",Michigan,2023,178200,148100,100
19029,"Cass County, Iowa",Iowa,2023,124300,152000,9
31001,"Adams County, Nebraska",Nebraska,2023,198300,165900,0
55071,"Manitowoc County, Wisconsin",Wisconsin,2023,175500,169500,19.1
27101,"Murray County, Minnesota",Minnesota,2023,185400,173200,13.6
