GEOID,county_name,state_name,year,median_home_value_with_mortgage,median_home_value_without_mortgage,pct_homeownership_black
33011,"Hillsborough County, New Hampshire",New Hampshire,2023,391900,369600,38.6
06003,"Alpine County, California",California,2023,523300,433700,0
20033,"Comanche County, Kansas",Kansas,2023,68300,57300,0
20141,"Osborne County, Kansas",Kansas,2023,86700,84000,0
22085,"Sabine Parish, Louisiana",Louisiana,2023,189800,99400,56.2
46105,"Perkins County, South Dakota",South Dakota,2023,117400,100200,0
29033,"Carroll County, Missouri",Missouri,2023,120500,100800,96.8
13253,"Seminole County, Georgia",Georgia,2023,120600,100900,59.5
21177,"Muhlenberg County, Kentucky",Kentucky,2023,137600,103300,57.8
28017,"Chickasaw County, Mississippi",Mississippi,2023,93700,103700,52.7
47017,"Carroll County, Tennessee",Tennessee,2023,151500,105700,48.4
01021,"Chilton County, Alabama",Alabama,2023,176500,106200,54.4
40127,"Pushmataha County, Oklahoma",Oklahoma,2023,148000,106500,65
47005,"Benton County, Tennessee",Tennessee,2023,151400,107300,71.7
29059,"Dallas County, Missouri",Missouri,2023,183700,111900,0
54077,"Preston County, West Virginia",West Virginia,2023,183800,118800,20.1
40125,"Pottawatomie County, Oklahoma",Oklahoma,2023,175200,130700,31.8
05131,"Sebastian County, Arkansas",Arkansas,2023,185300,141500,31.1
35007,"Colfax County, New Mexico",New Mexico,2023,176100,142400,0
38031,"Foster County, North Dakota",North Dakota,2023,148900,164900,0
39085,"Lake County, Ohio",Ohio,2023,208700,188300,25.5
45073,"Oconee County, South Carolina",South Carolina,2023,238200,194300,51.3
37137,"Pamlico County, North Carolina",North Carolina,2023,236400,194400,71.2
51017,"Bath County, Virginia",Virginia,2023,204500,207200,90.5
55117,"Sheboygan County, Wisconsin",Wisconsin,2023,220900,214100,17.8
48007,"Aransas County, Texas",Texas,2023,286800,216000,90.6
27147,"Steele County, Minnesota",Minnesota,2023,242300,220400,15.2
13097,"Douglas County, Georgia",Georgia,2023,276400,221400,57.3
33019,"Sullivan County, New Hampshire",New Hampshire,2023,236500,236200,24.9
08083,"Montezuma County, Colorado",Colorado,2023,351100,243700,5.8
33017,"Strafford County, New Hampshire",New Hampshire,2023,354500,283700,46.9
01117,"Shelby County, Alabama",Alabama,2023,305800,283900,58.8
16019,"Bonneville County, Idaho",Idaho,2023,341700,296800,35.8
30043,"Jefferson County, Montana",Montana,2023,452500,330400,0
12115,"Sarasota County, Florida",Florida,2023,380200,365100,41.9
51810,"Virginia Beach city, Virginia",Virginia,2023,366600,365500,45.4
06051,"Mono County, California",California,2023,527500,490200,0
17069,"Hardin County, Illinois",Illinois,2023,109100,76600,0
37131,"Northampton County, North Carolina",North Carolina,2023,143400,77900,67.4
48115,"Dawson County, Texas",Texas,2023,154900,82000,24.7
20133,"Neosho County, Kansas",Kansas,2023,116300,83800,84.6
29103,"Knox County, Missouri",Missouri,2023,133700,83900,0
05079,"Lincoln County, Arkansas",Arkansas,2023,115000,89100,70.2
19159,"Ringgold County, Iowa",Iowa,2023,169600,97300,0
18053,"Grant County, Indiana",Indiana,2023,127800,98500,47.8
48119,"Delta County, Texas",Texas,2023,218600,98800,8
19053,"Decatur County, Iowa",Iowa,2023,118800,101200,0
13303,"Washington County, Georgia",Georgia,2023,133700,105300,55.8
01059,"Franklin County, Alabama",Alabama,2023,150100,112400,45.7
01027,"Clay County, Alabama",Alabama,2023,160900,130600,55.3
27129,"Renville County, Minnesota",Minnesota,2023,171800,131000,0
04017,"Navajo County, Arizona",Arizona,2023,264100,133800,48.5
02016,"Aleutians West Census Area, Alaska",Alaska,2023,444300,135200,41.3
29021,"Buchanan County, Missouri",Missouri,2023,163700,146000,29.4
38077,"Richland County, North Dakota",North Dakota,2023,191400,165700,0
37085,"Harnett County, North Carolina",North Carolina,2023,246400,166900,61.5
08017,"Cheyenne County, Colorado",Colorado,2023,217600,168800,0
55047,"Green Lake County, Wisconsin",Wisconsin,2023,209500,201100,0
56017,"Hot Springs County, Wyoming",Wyoming,2023,253800,205000,0
29219,"Warren County, Missouri",Missouri,2023,252300,223200,68.6
19181,"Warren County, Iowa",Iowa,2023,264000,232600,41.5
49041,"Sevier County, Utah",Utah,2023,284700,254500,100
22071,"Orleans Parish, Louisiana",Louisiana,2023,334200,256600,45
12035,"Flagler County, Florida",Florida,2023,329200,340000,64.6
32510,"Carson City, Nevada",Nevada,2023,426000,427900,42.1
34019,"Hunterdon County, New Jersey",New Jersey,2023,520900,469400,84.8
24027,"Howard County, Maryland",Maryland,2023,583900,557700,49.5
48269,"King County, Texas",Texas,2023,,0,0
45033,"Dillon County, South Carolina",South Carolina,2023,118300,72100,46.5
21159,"Martin County, Kentucky",Kentucky,2023,129300,72700,0
17055,"Franklin County, Illinois",Illinois,2023,112700,74800,24.9
48271,"Kinney County, Texas",Texas,2023,148600,82000,0
48435,"Sutton County, Texas",Texas,2023,222600,95200,0
54085,"Ritchie County, West Virginia",West Virginia,2023,142900,100000,84.3
42053,"Forest County, Pennsylvania",Pennsylvania,2023,152000,103600,0
01037,"Coosa County, Alabama",Alabama,2023,115500,108200,68.3
47181,"Wayne County, Tennessee",Tennessee,2023,133800,112300,95.1
48387,"Red River County, Texas",Texas,2023,175400,114700,45.9
38049,"McHenry County, North Dakota",North Dakota,2023,192100,116000,0
21187,"Owen County, Kentucky",Kentucky,2023,189500,117500,87.8
18065,"Henry County, Indiana",Indiana,2023,153300,119900,57
47129,"Morgan County, Tennessee",Tennessee,2023,168300,121200,0
36099,"Seneca County, New York",New York,2023,145600,133700,19.6
13021,"Bibb County, Georgia",Georgia,2023,183600,135400,38.9
01097,"Mobile County, Alabama",Alabama,2023,196400,141600,46.8
17103,"Lee County, Illinois",Illinois,2023,159000,148100,59.5
47177,"Warren County, Tennessee",Tennessee,2023,186500,157100,36.7
13221,"Oglethorpe County, Georgia",Georgia,2023,230900,161200,67.3
18141,"St. Joseph County, Indiana",Indiana,2023,187900,163000,34.7
18133,"Putnam County, Indiana",Indiana,2023,218200,168500,36.8
20131,"Nemaha County, Kansas",Kansas,2023,219700,171800,78.8
19031,"Cedar County, Iowa",Iowa,2023,204700,190600,80.8
46079,"Lake County, South Dakota",South Dakota,2023,260400,194800,0
31005,"Arthur County, Nebraska",Nebraska,2023,168100,195000,0
06025,"Imperial County, California",California,2023,305300,220200,43.1
31155,"Saunders County, Nebraska",Nebraska,2023,244100,234000,54.4
48221,"Hood County, Texas",Texas,2023,296900,249600,13.6
27059,"Isanti County, Minnesota",Minnesota,2023,289900,266700,48.9
12103,"Pinellas County, Florida",Florida,2023,356500,267200,45.4
42095,"Northampton County, Pennsylvania",Pennsylvania,2023,294800,267600,41
30039,"Granite County, Montana",Montana,2023,337000,341400,0
41063,"Wallowa County, Oregon",Oregon,2023,356700,387000,35.7
41053,"Polk County, Oregon",Oregon,2023,430400,391700,32.3
06077,"San Joaquin County, California",California,2023,522500,443500,43.6
06001,"Alameda County, California",California,2023,1085400,985300,32
01063,"Greene County, Alabama",Alabama,2023,100200,60300,65.1
38085,"Sioux County, North Dakota",North Dakota,2023,243800,72300,0
54021,"Gilmer County, West Virginia",West Virginia,2023,84300,82700,38.2
48399,"Runnels County, Texas",Texas,2023,136400,83100,49.8
38029,"Emmons County, North Dakota",North Dakota,2023,140700,97800,0
21089,"Greenup County, Kentucky",Kentucky,2023,154600,100700,80.5
47097,"Lauderdale County, Tennessee",Tennessee,2023,154800,101100,48.7
29163,"Pike County, Missouri",Missouri,2023,163800,103100,40.2
13099,"Early County, Georgia",Georgia,2023,159400,106100,54.9
35009,"Curry County, New Mexico",New Mexico,2023,189000,113300,32.9
40081,"Lincoln County, Oklahoma",Oklahoma,2023,171400,119100,53.5
16033,"Clark County, Idaho",Idaho,2023,338200,129500,0
51520,"Bristol city, Virginia",Virginia,2023,183000,132000,42.1
39161,"Van Wert County, Ohio",Ohio,2023,141200,132400,80.6
29109,"Lawrence County, Missouri",Missouri,2023,163800,153000,0
37169,"Stokes County, North Carolina",North Carolina,2023,198100,162400,75.8
46087,"McCook County, South Dakota",South Dakota,2023,246800,171100,0
18085,"Kosciusko County, Indiana",Indiana,2023,214500,174000,25.7
21093,"Hardin County, Kentucky",Kentucky,2023,226300,174000,41.2
30023,"Deer Lodge County, Montana",Montana,2023,240900,176300,0
02185,"North Slope Borough, Alaska",Alaska,2023,309900,181200,0
42101,"Philadelphia County, Pennsylvania",Pennsylvania,2023,254200,196900,47.8
42109,"Snyder County, Pennsylvania",Pennsylvania,2023,211300,199700,37.1
26147,"St. Clair County, Michigan",Michigan,2023,224600,200500,44.7
08057,"Jackson County, Colorado",Colorado,2023,318900,218100,0
32001,"Churchill County, Nevada",Nevada,2023,323200,248000,31.6
29029,"Camden County, Missouri",Missouri,2023,279900,258400,33.2
04019,"Pima County, Arizona",Arizona,2023,299900,261400,41.2
48265,"Kerr County, Texas",Texas,2023,285200,285000,59.6
23031,"York County, Maine",Maine,2023,359800,350900,47.6
02230,"Skagway Municipality, Alaska",Alaska,2023,428900,430600,100
51059,"Fairfax County, Virginia",Virginia,2023,702600,691700,46.3
05099,"Nevada County, Arkansas",Arkansas,2023,90500,75700,55.2
21175,"Morgan County, Kentucky",Kentucky,2023,142300,87100,97.8
37117,"Martin County, North Carolina",North Carolina,2023,120900,95000,54
54105,"Wirt County, West Virginia",West Virginia,2023,126700,103500,0
38043,"Kidder County, North Dakota",North Dakota,2023,173400,105400,0
05121,"Randolph County, Arkansas",Arkansas,2023,151500,109000,60.3
39065,"Hardin County, Ohio",Ohio,2023,155400,110900,73.3
17065,"Hamilton County, Illinois",Illinois,2023,102800,112300,0
28049,"Hinds County, Mississippi",Mississippi,2023,171800,114000,50.9
05029,"Conway County, Arkansas",Arkansas,2023,153800,124400,65.1
31163,"Sherman County, Nebraska",Nebraska,2023,141600,124800,0
30035,"Glacier County, Montana",Montana,2023,183700,126500,0
12027,"DeSoto County, Florida",Florida,2023,182000,130700,45.2
13109,"Evans County, Georgia",Georgia,2023,144900,133700,39.3
38013,"Burke County, North Dakota",North Dakota,2023,147200,138400,0
05051,"Garland County, Arkansas",Arkansas,2023,203300,159400,39.2
42061,"Huntingdon County, Pennsylvania",Pennsylvania,2023,190700,164000,24.2
21157,"Marshall County, Kentucky",Kentucky,2023,184000,164900,82.1
18027,"Daviess County, Indiana",Indiana,2023,203800,165200,28.6
26065,"Ingham County, Michigan",Michigan,2023,194600,174800,33.7
32033,"White Pine County, Nevada",Nevada,2023,217400,181900,19.4
16079,"Shoshone County, Idaho",Idaho,2023,251600,182600,0
47041,"DeKalb County, Tennessee",Tennessee,2023,218300,195600,43.5
54065,"Morgan County, West Virginia",West Virginia,2023,231900,198700,0
12017,"Citrus County, Florida",Florida,2023,237800,206100,56.6
55007,"Bayfield County, Wisconsin",Wisconsin,2023,235000,221000,0
37087,"Haywood County, North Carolina",North Carolina,2023,271600,230700,52.5
27097,"Morrison County, Minnesota",Minnesota,2023,238600,235100,48.6
13187,"Lumpkin County, Georgia",Georgia,2023,278800,274300,72.3
49045,"Tooele County, Utah",Utah,2023,407900,310700,0
09170,"South Central Connecticut Planning Region, Connecticut",Connecticut,2023,331500,320900,37.1
49021,"Iron County, Utah",Utah,2023,344500,339500,0
33003,"Carroll County, New Hampshire",New Hampshire,2023,355400,342000,81.2
13067,"Cobb County, Georgia",Georgia,2023,381600,351300,49.4
47189,"Wilson County, Tennessee",Tennessee,2023,413000,362900,52.3
34017,"Hudson County, New Jersey",New Jersey,2023,544200,463500,24.2
06081,"San Mateo County, California",California,2023,1535200,1396400,39.4
32011,"Eureka County, Nevada",Nevada,2023,432300,0,0
21147,"McCreary County, Kentucky",Kentucky,2023,106800,48500,74.4
22065,"Madison Parish, Louisiana",Louisiana,2023,146400,59600,41.5
48447,"Throckmorton County, Texas",Texas,2023,99100,77600,0
28055,"Issaquena County, Mississippi",Mississippi,2023,,80600,54.1
31061,"Franklin County, Nebraska",Nebraska,2023,122900,83500,0
20029,"Cloud County, Kansas",Kansas,2023,102600,85300,0
42083,"McKean County, Pennsylvania",Pennsylvania,2023,111000,90300,0
28061,"Jasper County, Mississippi",Mississippi,2023,191800,91700,82.5
05039,"Dallas County, Arkansas",Arkansas,2023,112300,95300,52.3
17033,"Crawford County, Illinois",Illinois,2023,124700,99000,0
47067,"Hancock County, Tennessee",Tennessee,2023,142800,104300,0
20119,"Meade County, Kansas",Kansas,2023,161400,107500,0
29085,"Hickory County, Missouri",Missouri,2023,170400,108200,0
40005,"Atoka County, Oklahoma",Oklahoma,2023,171600,111000,81.6
45039,"Fairfield County, South Carolina",South Carolina,2023,200700,111700,66.7
26069,"Iosco County, Michigan",Michigan,2023,140700,115800,8.3
46055,"Haakon County, South Dakota",South Dakota,2023,167900,119900,0
31071,"Garfield County, Nebraska",Nebraska,2023,232800,120400,0
27117,"Pipestone County, Minnesota",Minnesota,2023,139100,121600,64
26133,"Osceola County, Michigan",Michigan,2023,153300,122200,83.7
51117,"Mecklenburg County, Virginia",Virginia,2023,209900,125000,56.4
21149,"McLean County, Kentucky",Kentucky,2023,149300,131100,18.7
08089,"Otero County, Colorado",Colorado,2023,178000,131400,62.6
39073,"Hocking County, Ohio",Ohio,2023,189600,134300,52.5
28143,"Tunica County, Mississippi",Mississippi,2023,162800,141600,34.7
48401,"Rusk County, Texas",Texas,2023,192300,142900,63.4
47143,"Rhea County, Tennessee",Tennessee,2023,207000,152600,36.5
47133,"Overton County, Tennessee",Tennessee,2023,185200,157500,0
29139,"Montgomery County, Missouri",Missouri,2023,181600,161000,62
47185,"White County, Tennessee",Tennessee,2023,210300,164500,53.5
39027,"Clinton County, Ohio",Ohio,2023,201500,174300,66.8
37141,"Pender County, North Carolina",North Carolina,2023,310700,177800,73
40073,"Kingfisher County, Oklahoma",Oklahoma,2023,215500,195300,72
28073,"Lamar County, Mississippi",Mississippi,2023,228600,196400,36.7
42119,"Union County, Pennsylvania",Pennsylvania,2023,240000,197400,17.9
08121,"Washington County, Colorado",Colorado,2023,232900,198500,0
50005,"Caledonia County, Vermont",Vermont,2023,226800,204100,15.6
08125,"Yuma County, Colorado",Colorado,2023,217900,212600,69.9
31019,"Buffalo County, Nebraska",Nebraska,2023,251300,215300,10.9
40027,"Cleveland County, Oklahoma",Oklahoma,2023,226200,216900,40.8
27035,"Crow Wing County, Minnesota",Minnesota,2023,271400,280700,77.4
27025,"Chisago County, Minnesota",Minnesota,2023,336900,299000,0
41013,"Crook County, Oregon",Oregon,2023,443400,379800,0
34013,"Essex County, New Jersey",New Jersey,2023,500300,481200,28.2
36119,"Westchester County, New York",New York,2023,662800,597800,37.7
25001,"Barnstable County, Massachusetts",Massachusetts,2023,561700,599500,56.4
48353,"Nolan County, Texas",Texas,2023,148300,78500,30.7
45025,"Chesterfield County, South Carolina",South Carolina,2023,143100,80500,59.9
31183,"Wheeler County, Nebraska",Nebraska,2023,288900,97200,0
17057,"Fulton County, Illinois",Illinois,2023,106200,100000,0
19077,"Guthrie County, Iowa",Iowa,2023,194900,117900,0
21041,"Carroll County, Kentucky",Kentucky,2023,171900,118300,77.6
29061,"Daviess County, Missouri",Missouri,2023,170200,119600,0
48239,"Jackson County, Texas",Texas,2023,221400,122400,39.1
26141,"Presque Isle County, Michigan",Michigan,2023,140800,128000,0
21155,"Marion County, Kentucky",Kentucky,2023,171000,132000,60.2
31089,"Holt County, Nebraska",Nebraska,2023,157300,136500,100
51670,"Hopewell city, Virginia",Virginia,2023,173400,146400,35.4
26039,"Crawford County, Michigan",Michigan,2023,149900,149900,0
05005,"Baxter County, Arkansas",Arkansas,2023,174900,156000,25
17179,"Tazewell County, Illinois",Illinois,2023,165000,163700,7.8
51175,"Southampton County, Virginia",Virginia,2023,223500,178900,60.9
37035,"Catawba County, North Carolina",North Carolina,2023,232500,191200,45.4
18115,"Ohio County, Indiana",Indiana,2023,193600,193300,96.3
21151,"Madison County, Kentucky",Kentucky,2023,230500,199600,49.9
51147,"Prince Edward County, Virginia",Virginia,2023,205500,201300,52.6
53001,"Adams County, Washington",Washington,2023,287200,223500,100
13145,"Harris County, Georgia",Georgia,2023,306400,226800,77.7
22005,"Ascension Parish, Louisiana",Louisiana,2023,280300,229300,72.5
48167,"Galveston County, Texas",Texas,2023,303900,248700,43.9
06103,"Tehama County, California",California,2023,346800,264300,0
05007,"Benton County, Arkansas",Arkansas,2023,294000,266100,39.5
13157,"Jackson County, Georgia",Georgia,2023,328300,267200,64.6
27141,"Sherburne County, Minnesota",Minnesota,2023,336500,319900,35.1
51119,"Middlesex County, Virginia",Virginia,2023,286400,325900,85.1
34037,"Sussex County, New Jersey",New Jersey,2023,349600,326900,80.7
51133,"Northumberland County, Virginia",Virginia,2023,332300,333500,85.3
26161,"Washtenaw County, Michigan",Michigan,2023,361300,336300,40.9
53057,"Skagit County, Washington",Washington,2023,490200,477700,47.1
53031,"Jefferson County, Washington",Washington,2023,502900,488600,0
04011,"Greenlee County, Arizona",Arizona,2023,208800,74100,0
17121,"Marion County, Illinois",Illinois,2023,118000,79600,41.4
19173,"Taylor County, Iowa",Iowa,2023,131000,86100,0
21201,"Robertson County, Kentucky",Kentucky,2023,218900,88000,100
54009,"Brooke County, West Virginia",West Virginia,2023,155200,100000,0
37177,"Tyrrell County, North Carolina",North Carolina,2023,164300,110100,58.6
31045,"Dawes County, Nebraska",Nebraska,2023,159200,111100,0
20053,"Ellsworth County, Kansas",Kansas,2023,120700,113200,0
18177,"Wayne County, Indiana",Indiana,2023,136800,114900,48.1
42111,"Somerset County, Pennsylvania",Pennsylvania,2023,149700,115200,0
39099,"Mahoning County, Ohio",Ohio,2023,155300,120400,41.4
31101,"Keith County, Nebraska",Nebraska,2023,175700,133600,94.4
12023,"Columbia County, Florida",Florida,2023,220600,138100,49
18071,"Jackson County, Indiana",Indiana,2023,186600,151400,36.7
21077,"Gallatin County, Kentucky",Kentucky,2023,179300,161200,70.4
19019,"Buchanan County, Iowa",Iowa,2023,173700,165200,0
51001,"Accomack County, Virginia",Virginia,2023,229500,168900,49.8
27113,"Pennington County, Minnesota",Minnesota,2023,193900,175700,0
13195,"Madison County, Georgia",Georgia,2023,227400,178100,69.1
13171,"Lamar County, Georgia",Georgia,2023,209000,180000,59.4
48181,"Grayson County, Texas",Texas,2023,254800,197100,33.7
05045,"Faulkner County, Arkansas",Arkansas,2023,216400,199600,33.4
08081,"Moffat County, Colorado",Colorado,2023,268300,245300,0
13051,"Chatham County, Georgia",Georgia,2023,285500,246600,43.1
56023,"Lincoln County, Wyoming",Wyoming,2023,378100,256200,0
16045,"Gem County, Idaho",Idaho,2023,370800,361500,0
13113,"Fayette County, Georgia",Georgia,2023,422600,372800,74.2
37055,"Dare County, North Carolina",North Carolina,2023,426700,423500,66.1
06079,"San Luis Obispo County, California",California,2023,783500,763900,54.2
20019,"Chautauqua County, Kansas",Kansas,2023,79400,48500,0
22127,"Winn Parish, Louisiana",Louisiana,2023,141700,84200,50.6
40029,"Coal County, Oklahoma",Oklahoma,2023,99300,89300,100
13019,"Berrien County, Georgia",Georgia,2023,152500,89800,50.6
21007,"Ballard County, Kentucky",Kentucky,2023,163500,91500,79.7
26131,"Ontonagon County, Michigan",Michigan,2023,121100,93000,0
19185,"Wayne County, Iowa",Iowa,2023,109300,94900,100
40071,"Kay County, Oklahoma",Oklahoma,2023,137200,100900,32.1
54007,"Braxton County, West Virginia",West Virginia,2023,116700,101500,96.9
19107,"Keokuk County, Iowa",Iowa,2023,115200,107600,0
40103,"Noble County, Oklahoma",Oklahoma,2023,173600,108800,88.8
48463,"Uvalde County, Texas",Texas,2023,199400,110700,0
21001,"Adair County, Kentucky",Kentucky,2023,159100,113000,98
45041,"Florence County, South Carolina",South Carolina,2023,199500,118700,47.1
17195,"Whiteside County, Illinois",Illinois,2023,132600,120600,28.3
05115,"Pope County, Arkansas",Arkansas,2023,170600,138000,52.5
46005,"Beadle County, South Dakota",South Dakota,2023,192300,158000,6.4
13213,"Murray County, Georgia",Georgia,2023,183800,163500,36.7
55065,"Lafayette County, Wisconsin",Wisconsin,2023,199000,164700,0
46119,"Sully County, South Dakota",South Dakota,2023,257300,183100,0
36029,"Erie County, New York",New York,2023,229600,199900,39.3
27065,"Kanabec County, Minnesota",Minnesota,2023,232100,200500,27.9
13217,"Newton County, Georgia",Georgia,2023,240400,212000,71.8
18087,"LaGrange County, Indiana",Indiana,2023,256600,228000,0
53025,"Grant County, Washington",Washington,2023,293000,228700,49.2
50015,"Lamoille County, Vermont",Vermont,2023,285400,284800,24.2
06015,"Del Norte County, California",California,2023,361100,286000,59.3
34041,"Warren County, New Jersey",New Jersey,2023,333700,302900,63.9
13165,"Jenkins County, Georgia",Georgia,2023,155100,55700,75.9
20073,"Greenwood County, Kansas",Kansas,2023,110300,60000,79.5
48127,"Dimmit County, Texas",Texas,2023,106400,66600,0
48283,"La Salle County, Texas",Texas,2023,115000,77600,0
31181,"Webster County, Nebraska",Nebraska,2023,131800,79400,0
22025,"Catahoula Parish, Louisiana",Louisiana,2023,137000,81200,61.7
02290,"Yukon-Koyukuk Census Area, Alaska",Alaska,2023,151000,81800,0
20185,"Stafford County, Kansas",Kansas,2023,118500,84300,0
40077,"Latimer County, Oklahoma",Oklahoma,2023,119600,86400,83.3
40043,"Dewey County, Oklahoma",Oklahoma,2023,140800,98200,74.7
54081,"Raleigh County, West Virginia",West Virginia,2023,173500,109700,40.1
51077,"Grayson County, Virginia",Virginia,2023,164900,112200,19.3
48235,"Irion County, Texas",Texas,2023,216300,119300,0
31063,"Frontier County, Nebraska",Nebraska,2023,154200,121000,0
39131,"Pike County, Ohio",Ohio,2023,164800,121500,0
48479,"Webb County, Texas",Texas,2023,201700,148700,21.3
50009,"Essex County, Vermont",Vermont,2023,190600,150200,0
31137,"Phelps County, Nebraska",Nebraska,2023,180000,166300,0
02198,"Prince of Wales-Hyder Census Area, Alaska",Alaska,2023,306500,173100,35.8
42129,"Westmoreland County, Pennsylvania",Pennsylvania,2023,204000,178700,35.6
26137,"Otsego County, Michigan",Michigan,2023,201100,188200,0
01051,"Elmore County, Alabama",Alabama,2023,224300,191700,55.4
13011,"Banks County, Georgia",Georgia,2023,277500,195300,70.8
19183,"Washington County, Iowa",Iowa,2023,192100,208500,0
21037,"Campbell County, Kentucky",Kentucky,2023,245900,215800,14.2
47035,"Cumberland County, Tennessee",Tennessee,2023,233400,222000,13.4
28033,"DeSoto County, Mississippi",Mississippi,2023,258600,224700,64.3
17037,"DeKalb County, Illinois",Illinois,2023,233700,226600,14.6
06063,"Plumas County, California",California,2023,345600,296000,0
02195,"Petersburg Borough, Alaska",Alaska,2023,301500,301100,0
56029,"Park County, Wyoming",Wyoming,2023,375300,372100,0
48153,"Floyd County, Texas",Texas,2023,121100,69500,51.9
28063,"Jefferson County, Mississippi",Mississippi,2023,,78100,74.4
18009,"Blackford County, Indiana",Indiana,2023,124100,78700,24.5
28153,"Wayne County, Mississippi",Mississippi,2023,119800,80100,87.1
13005,"Bacon County, Georgia",Georgia,2023,120900,94500,48.3
13069,"Coffee County, Georgia",Georgia,2023,156900,96300,41.7
13317,"Wilkes County, Georgia",Georgia,2023,123800,98400,56.5
01129,"Washington County, Alabama",Alabama,2023,201500,106300,77.2
21099,"Hart County, Kentucky",Kentucky,2023,141400,106500,56.4
45021,"Cherokee County, South Carolina",South Carolina,2023,161000,107800,53.1
19083,"Hardin County, Iowa",Iowa,2023,117300,108600,0
38081,"Sargent County, North Dakota",North Dakota,2023,190000,110000,10
48295,"Lipscomb County, Texas",Texas,2023,138400,114900,0
36075,"Oswego County, New York",New York,2023,153800,116500,12.3
40035,"Craig County, Oklahoma",Oklahoma,2023,152900,117200,0
19065,"Fayette County, Iowa",Iowa,2023,144500,118900,6.4
55075,"Marinette County, Wisconsin",Wisconsin,2023,168000,133500,0
36097,"Schuyler County, New York",New York,2023,186700,137100,48.8
48409,"San Patricio County, Texas",Texas,2023,211400,143600,45.2
39039,"Defiance County, Ohio",Ohio,2023,155300,145700,27.7
19073,"Greene County, Iowa",Iowa,2023,132700,150600,0
21097,"Harrison County, Kentucky",Kentucky,2023,211000,151500,49.3
48503,"Young County, Texas",Texas,2023,173400,159400,0
31121,"Merrick County, Nebraska",Nebraska,2023,174400,159500,0
47163,"Sullivan County, Tennessee",Tennessee,2023,206200,171600,38.4
27015,"Brown County, Minnesota",Minnesota,2023,185500,175700,31.8
19167,"Sioux County, Iowa",Iowa,2023,238000,231700,0
27111,"Otter Tail County, Minnesota",Minnesota,2023,258200,245300,19.8
24043,"Washington County, Maryland",Maryland,2023,285500,253600,32.9
13085,"Dawson County, Georgia",Georgia,2023,377300,284200,78.4
48397,"Rockwall County, Texas",Texas,2023,400000,346600,72.6
05103,"Ouachita County, Arkansas",Arkansas,2023,118700,85400,57.5
28113,"Pike County, Mississippi",Mississippi,2023,151700,87600,54.8
46137,"Ziebach County, South Dakota",South Dakota,2023,108900,88900,0
13239,"Quitman County, Georgia",Georgia,2023,,100400,72.5
28085,"Lincoln County, Mississippi",Mississippi,2023,162400,115200,59.2
17011,"Bureau County, Illinois",Illinois,2023,124600,118900,95.2
17117,"Macoupin County, Illinois",Illinois,2023,134000,119600,38.9
38019,"Cavalier County, North Dakota",North Dakota,2023,126700,120500,0
18175,"Washington County, Indiana",Indiana,2023,177600,137900,0
48177,"Gonzales County, Texas",Texas,2023,200600,143500,70.7
37001,"Alamance County, North Carolina",North Carolina,2023,241200,185200,44.3
55123,"Vernon County, Wisconsin",Wisconsin,2023,227000,193800,81.1
08075,"Logan County, Colorado",Colorado,2023,238500,212300,5.3
48493,"Wilson County, Texas",Texas,2023,333700,219800,72.2
16087,"Washington County, Idaho",Idaho,2023,286000,226600,0
05143,"Washington County, Arkansas",Arkansas,2023,281700,237400,19.2
56005,"Campbell County, Wyoming",Wyoming,2023,273300,245400,0
18105,"Monroe County, Indiana",Indiana,2023,270600,246800,16.8
54037,"Jefferson County, West Virginia",West Virginia,2023,349900,253900,47
27049,"Goodhue County, Minnesota",Minnesota,2023,277800,255400,0
25003,"Berkshire County, Massachusetts",Massachusetts,2023,289900,273400,24.5
30081,"Ravalli County, Montana",Montana,2023,432500,439700,0
48453,"Travis County, Texas",Texas,2023,495500,468700,37.7
12021,"Collier County, Florida",Florida,2023,479800,494900,50.1
08051,"Gunnison County, Colorado",Colorado,2023,614400,574500,0
48427,"Starr County, Texas",Texas,2023,141200,85200,71.6
13125,"Glascock County, Georgia",Georgia,2023,278700,86100,64.8
28079,"Leake County, Mississippi",Mississippi,2023,158000,94800,66.1
31147,"Richardson County, Nebraska",Nebraska,2023,96500,96600,0
26095,"Luce County, Michigan",Michigan,2023,120600,99800,0
21231,"Wayne County, Kentucky",Kentucky,2023,155200,102100,16
22115,"Vernon Parish, Louisiana",Louisiana,2023,184600,102200,33.3
22031,"De Soto Parish, Louisiana",Louisiana,2023,183100,105500,57.1
36017,"Chenango County, New York",New York,2023,154600,106900,76.3
36089,"St. Lawrence County, New York",New York,2023,136300,107000,71.5
35057,"Torrance County, New Mexico",New Mexico,2023,162600,107500,0
13201,"Miller County, Georgia",Georgia,2023,142200,108600,47.3
48305,"Lynn County, Texas",Texas,2023,191200,109900,53.7
31031,"Cherry County, Nebraska",Nebraska,2023,151800,112700,0
27011,"Big Stone County, Minnesota",Minnesota,2023,170200,118000,0
31035,"Clay County, Nebraska",Nebraska,2023,170900,121100,0
37195,"Wilson County, North Carolina",North Carolina,2023,192700,124700,37.6
35013,"Doña Ana County, New Mexico",New Mexico,2023,229300,173200,39.2
08003,"Alamosa County, Colorado",Colorado,2023,242100,197100,21.7
39025,"Clermont County, Ohio",Ohio,2023,259800,221500,33.4
26037,"Clinton County, Michigan",Michigan,2023,259400,223700,47.3
